"rs","region","ps","start_pos","end_pos","af_191","af_89","impact","RefSeq_ID","ncbi_func","protein_ID","gene_ID","gene_interval","gene_ann","no_vars_group","no_effects","ave_effect","lines","assocs","host","cat_rhiz","cat_sym","pleio_type","trait_combs","host_pleio","pleio","sig"
"freebayes-snp-chr-1600765-A","Chromosome","1600765",NA,NA,0.382,0.348,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1600825-A","Chromosome","1600825",NA,NA,0.288,0.281,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1607855-T","Chromosome","1607855",1607829,1608275,0.298,0.337,"LOW","NP_384148.1","serine kinase","ASP58228.1","CDO30_07880","gene-CDO30_RS07895",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-161073-G","Chromosome","161073",160570,161355,0.162,0.146,"LOW","NP_385493.1","ATPase","ASP56974.1","CDO30_00795","gene-CDO30_RS00805",NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1647833-T","Chromosome","1647833",1645952,1648387,0.246,0.236,"LOW","WP_018327165.1","DNA topoisomerase (ATP-hydrolyzing) subunit B","ASP58258.1","CDO30_08035","gene-CDO30_RS08050","gyrB",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1651904-G","Chromosome","1651904",1651427,1652002,0.351,0.303,"MODERATE","NP_384113.1","hypothetical protein","ASP58263.1","CDO30_08060","gene-CDO30_RS08075",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1666706-A","Chromosome","1666706",1666115,1667146,0.246,0.236,"LOW","NP_387439.1","DNA polymerase III subunit delta","ASP58277.1","CDO30_08135","gene-CDO30_RS08150",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1668246-T","Chromosome","1668246",1667691,1670321,0.099,0.09,"LOW","NP_387437.1","leucine--tRNA ligase","ASP58279.1","CDO30_08145","gene-CDO30_RS08160",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1684628-A","Chromosome","1684628",NA,NA,0.257,0.292,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1722081-T","Chromosome","1722081",1720597,1722132,0.085,0.068,"LOW","NP_384247.1","pilus assembly protein CpaC","ASP58320.1","CDO30_08365","gene-CDO30_RS08380",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1722287-A","Chromosome","1722287",1722141,1722869,0.319,0.292,"LOW","YP_001329009.1","pilus assembly protein CpaD","ASP58321.1","CDO30_08370","gene-CDO30_RS08385",NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1751244-T","Chromosome","1751244",1750444,1751601,0.204,0.146,"LOW","NP_387391.1","hypothetical protein","ASP58335.1","CDO30_08455","gene-CDO30_RS08470",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-175377-A","Chromosome","175377",175155,175712,0.199,0.157,"LOW","WP_012557364.1","50S ribosomal protein L5","ASP56993.1","CDO30_00895","gene-CDO30_RS00905",NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1792551-A","Chromosome","1792551",1790731,1792572,0.052,0.056,"LOW","NP_387355.1","ABC transporter ATP-binding protein","ASP60074.1","CDO30_08620","gene-CDO30_RS08635",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1806536-A","Chromosome","1806536",1806272,1807042,0.063,0.056,"LOW","NP_387338.1","heme transporter HemC","ASP58379.1","CDO30_08705","gene-CDO30_RS08720",NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1865423-C","Chromosome","1865423",NA,NA,0.277,0.258,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1981689-G","Chromosome","1981689",1980448,1982274,0.251,0.281,"LOW","NP_387196.1","translational GTPase TypA","ASP58514.1","CDO30_09550","gene-CDO30_RS09575","typA",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1984020-A","Chromosome","1984020",1983931,1984464,0.262,0.247,"LOW","NP_387193.1","inorganic pyrophosphatase","ASP58517.1","CDO30_09565","gene-CDO30_RS09590",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1989742-G","Chromosome","1989742",1989495,1990811,0.183,0.202,"MODERATE","NP_387187.1","hypothetical protein","ASP58522.1","CDO30_09595","gene-CDO30_RS09620",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-1994466-T","Chromosome","1994466",1993952,1994953,0.335,0.315,"MODERATE","NP_387183.1","glycerol-3-phosphate dehydrogenase (NAD(P)(+))","ASP58526.1","CDO30_09615","gene-CDO30_RS09640",NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2009815-A","Chromosome","2009815",2008784,2009854,0.089,0.067,"LOW","NP_387167.1","ABC transporter ATP-binding protein","ASP58542.1","CDO30_09695","gene-CDO30_RS09720",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-203346-A","Chromosome","203346",202278,203453,0.058,0.056,"LOW","WP_003525183.1","elongation factor Tu","ASP57021.1","CDO30_01045","gene-CDO30_RS01055","tuf",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2081647-C","Chromosome","2081647",2077876,2083485,0.361,0.326,"LOW","NP_387103.1","DUF490 domain-containing protein","ASP58605.1","CDO30_10015","gene-CDO30_RS10040",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2099488-G","Chromosome","2099488",2098405,2099595,0.241,0.236,"LOW","NP_387091.1","calcium-binding protein","ASP58617.1","CDO30_10080","gene-CDO30_RS10105",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-214606-A","Chromosome","214606",214006,215286,0.466,0.416,"LOW","NP_385435.2","N-acetylmuramoyl-L-alanine amidase","ASP57032.1","CDO30_01120","gene-CDO30_RS01130",NA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2147096-C","Chromosome","2147096",2146772,2147266,0.23,0.213,"LOW","YP_001328504.1","hypothetical protein","ASP58650.1","CDO30_10315","gene-CDO30_RS10340",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2161589-G","Chromosome","2161589",2161101,2161985,0.157,0.146,"LOW","NP_387042.1","formyltetrahydrofolate deformylase","ASP58662.1","CDO30_10375","gene-CDO30_RS10400","purU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2161982-C","Chromosome","2161982",2161101,2161985,0.084,0.079,"LOW","NP_387042.1","formyltetrahydrofolate deformylase","ASP58662.1","CDO30_10375","gene-CDO30_RS10400","purU",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2162183-C","Chromosome","2162183",NA,NA,0.408,0.371,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2165238-T","Chromosome","2165238",2165055,2166068,0.246,0.225,"LOW","NP_387039.1","alpha-ketoacid dehydrogenase subunit beta","ASP58665.1","CDO30_10390","gene-CDO30_RS10415",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2178599-A","Chromosome","2178599",2178462,2179703,0.105,0.09,"LOW","NP_387025.1","bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase","ASP60092.1","CDO30_10465","gene-CDO30_RS10490",NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2193448-C","Chromosome","2193448",2193015,2194025,0.089,0.079,"MODERATE","NP_387013.1","DNA ligase-associated DEXH box helicase","ASP58686.1","CDO30_10525","gene-CDO30_RS10550",NA,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2218867-T","Chromosome","2218867",2218621,2219523,0.361,0.36,"LOW","NP_386992.1","CHAD domain-containing protein","ASP58707.1","CDO30_10630","gene-CDO30_RS10655",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2219056-G","Chromosome","2219056",2218621,2219523,0.346,0.326,"LOW","NP_386992.1","CHAD domain-containing protein","ASP58707.1","CDO30_10630","gene-CDO30_RS10655",NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2238963-A","Chromosome","2238963",2237331,2239652,0.241,0.236,"MODERATE","NP_386970.1","bifunctional diguanylate cyclase/phosphodiesterase","ASP58728.1","CDO30_10745","gene-CDO30_RS10770",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2254359-G","Chromosome","2254359",2253894,2254970,0.445,0.393,"LOW","NP_386956.1","DUF2332 domain-containing protein","ASP58740.1","CDO30_10820","gene-CDO30_RS10845",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-225694-T","Chromosome","225694",225368,225982,0.058,0.056,"LOW","NP_385424.1","leucyl/phenylalanyl-tRNA--protein transferase","ASP57043.1","CDO30_01185","gene-CDO30_RS01195",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2303545-T","Chromosome","2303545",2300771,2305495,0.23,0.225,"LOW","NP_386917.1","glutamate synthase large subunit","ASP60106.1","CDO30_11025","gene-CDO30_RS11045",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-231169-A","Chromosome","231169",229906,231387,0.293,0.281,"LOW","NP_385418.1","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A","ASP57048.1","CDO30_01215","gene-CDO30_RS01225",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2352250-C","Chromosome","2352250",NA,NA,0.229,0.216,"MODERATE",NA,"non-coding",NA,NA,"gene-CDO30_RS33770",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-239458-G","Chromosome","239458",239363,240514,0.403,0.36,"LOW","NP_385407.1","DNA-protecting protein DprA","ASP57059.1","CDO30_01270","gene-CDO30_RS01280","dprA",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2399209-T","Chromosome","2399209",2398205,2399503,0.094,0.079,"LOW","WP_018481713.1","adenylosuccinate synthetase","ASP58847.1","CDO30_11455","gene-CDO30_RS11475",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2403872-G","Chromosome","2403872",2403062,2404093,0.377,0.337,"LOW","NP_386831.1","pseudouridine synthase","ASP58850.1","CDO30_11470","gene-CDO30_RS11490",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2404315-T","Chromosome","2404315",2404123,2404506,0.272,0.247,"LOW","NP_386830.2","hypothetical protein","ASP58851.1","CDO30_11475","gene-CDO30_RS11495",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2405716-T","Chromosome","2405716",2405569,2406651,0.115,0.101,"LOW","NP_386828.1","hypothetical protein","ASP58853.1","CDO30_11485","gene-CDO30_RS11505",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2408836-T","Chromosome","2408836",2408675,2409043,0.257,0.236,"LOW","NP_386825.1","response regulator","ASP58855.1","CDO30_11500","gene-CDO30_RS11520",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2412257-A","Chromosome","2412257",NA,NA,0.351,0.326,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2421421-C","Chromosome","2421421",2420019,2421518,0.382,0.337,"MODERATE","NP_386809.1","histidine ammonia-lyase","ASP58869.1","CDO30_11590","gene-CDO30_RS11610",NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2431670-A","Chromosome","2431670",2430812,2433865,0.366,0.326,"LOW","NP_386801.1","hypothetical protein","ASP58876.1","CDO30_11630","gene-CDO30_RS11650",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2437271-A","Chromosome","2437271",2437055,2437519,0.283,0.258,"LOW","NP_386797.1","ArsR family transcriptional regulator","ASP60119.1","CDO30_11650","gene-CDO30_RS11670",NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-244618-C","Chromosome","244618",243411,245780,0.11,0.079,"MODERATE","NP_385405.1","ribonuclease R","ASP57060.1","CDO30_01280","gene-CDO30_RS01290","rnr",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2465671-G","Chromosome","2465671",2465143,2465925,0.309,0.27,"LOW","NP_386764.1","1-acyl-sn-glycerol-3-phosphate acyltransferase","ASP58909.1","CDO30_11810","gene-CDO30_RS11830",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2467062-T","Chromosome","2467062",2466831,2467847,0.089,0.056,"LOW","NP_386762.1","ABC transporter permease","ASP58911.1","CDO30_11820","gene-CDO30_RS11840",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2470498-G","Chromosome","2470498",2470163,2470522,0.398,0.348,"LOW","NP_386758.1","response regulator","ASP60121.1","CDO30_11840","gene-CDO30_RS11860",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2470584-T","Chromosome","2470584",NA,NA,0.22,0.225,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2473433-A","Chromosome","2473433",2472077,2474734,0.162,0.124,"LOW","NP_386756.1","TIGR02302 family protein","ASP58916.1","CDO30_11850","gene-CDO30_RS11870",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2473477-T","Chromosome","2473477",2472077,2474734,0.178,0.135,"MODERATE","NP_386756.1","TIGR02302 family protein","ASP58916.1","CDO30_11850","gene-CDO30_RS11870",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2480257-G","Chromosome","2480257",2479711,2480640,0.084,0.079,"LOW","NP_386750.1","electron transfer flavoprotein subunit alpha/FixB family protein","ASP58921.1","CDO30_11880","gene-CDO30_RS11900",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2480434-A","Chromosome","2480434",2479711,2480640,0.225,0.213,"LOW","NP_386750.1","electron transfer flavoprotein subunit alpha/FixB family protein","ASP58921.1","CDO30_11880","gene-CDO30_RS11900",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2488430-G","Chromosome","2488430",NA,NA,0.325,0.281,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2490740-A","Chromosome","2490740",2489692,2491338,0.188,0.146,"MODERATE","NP_386737.1","AMP-dependent synthetase","ASP58934.1","CDO30_11950","gene-CDO30_RS11970",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2491250-A","Chromosome","2491250",2489692,2491338,0.105,0.09,"MODERATE","NP_386737.1","AMP-dependent synthetase","ASP58934.1","CDO30_11950","gene-CDO30_RS11970",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2492221-G","Chromosome","2492221",2491354,2492625,0.173,0.135,"LOW","NP_386736.1","GNAT family N-acetyltransferase","ASP58935.1","CDO30_11955","gene-CDO30_RS11975",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2493972-A","Chromosome","2493972",2492629,2494044,0.22,0.27,"MODERATE","YP_001328185.1","multi antimicrobial extrusion protein MatE","ASP60123.1","CDO30_11960","gene-CDO30_RS11980",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2494222-A","Chromosome","2494222",2494171,2495370,0.424,0.371,"LOW","NP_386734.1","chloramphenicol efflux MFS transporter","ASP58936.1","CDO30_11965","gene-CDO30_RS11985",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2503534-A","Chromosome","2503534",2502988,2503884,0.136,0.112,"LOW","NP_386726.1","SAM-dependent methyltransferase","ASP58944.1","CDO30_12005","gene-CDO30_RS12025",NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2504337-G","Chromosome","2504337",2504079,2504825,0.152,0.124,"MODERATE","NP_386725.1","amidophosphoribosyltransferase","ASP58945.1","CDO30_12010","gene-CDO30_RS12030",NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-25061-T","Chromosome","25061",NA,NA,0.377,0.337,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS00115-gene-CDO30_RS00120",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2520329-C","Chromosome","2520329",NA,NA,0.241,0.27,"MODIFIER",NA,"non-coding",NA,NA,"null",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2527401-A","Chromosome","2527401",2526942,2527904,0.298,0.27,"LOW","NP_386712.1","MBL fold metallo-hydrolase","ASP58958.1","CDO30_12115","gene-CDO30_RS12135",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2530687-T","Chromosome","2530687",2529786,2530694,0.377,0.337,"MODERATE","NP_386710.2","LysR family transcriptional regulator","ASP60126.1","CDO30_12125","gene-CDO30_RS12145",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2532669-A","Chromosome","2532669",2532449,2533174,0.115,0.146,"MODERATE","NP_386708.1","Asp/Glu/hydantoin racemase","ASP58961.1","CDO30_12135","gene-CDO30_RS12155",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2534962-G","Chromosome","2534962",2534725,2535729,0.262,0.247,"LOW","NP_386705.1","ABC transporter ATP-binding protein","ASP58964.1","CDO30_12150","gene-CDO30_RS12170",NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-253532-C","Chromosome","253532",252743,253969,0.257,0.247,"LOW","NP_385396.1","hypothetical protein","ASP57068.1","CDO30_01325","gene-CDO30_RS01335",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2535454-G","Chromosome","2535454",2534725,2535729,0.126,0.101,"LOW","NP_386705.1","ABC transporter ATP-binding protein","ASP58964.1","CDO30_12150","gene-CDO30_RS12170",NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-253549-T","Chromosome","253549",252743,253969,0.225,0.225,"LOW","NP_385396.1","hypothetical protein","ASP57068.1","CDO30_01325","gene-CDO30_RS01335",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2538549-A","Chromosome","2538549",2538195,2539388,0.361,0.326,"LOW","NP_386702.1","cytosine deaminase","ASP58967.1","CDO30_12165","gene-CDO30_RS12185",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2541747-A","Chromosome","2541747",2541408,2542970,0.283,0.258,"LOW","NP_386699.1","peptide ABC transporter","ASP58970.1","CDO30_12180","gene-CDO30_RS12200",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-25448-G","Chromosome","25448",25277,28120,0.141,0.112,"LOW","NP_385622.1","valine--tRNA ligase","ASP56849.1","CDO30_00120","gene-CDO30_RS00120",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2547287-T","Chromosome","2547287",2546586,2548061,0.351,0.326,"LOW","NP_386696.1","hydrolase","ASP58973.1","CDO30_12195","gene-CDO30_RS12215",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2548328-C","Chromosome","2548328",2548120,2549433,0.094,0.09,"MODERATE","NP_386695.1","aspartate aminotransferase family protein","ASP58974.1","CDO30_12200","gene-CDO30_RS12220",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2549738-A","Chromosome","2549738",2549447,2550115,0.393,0.348,"LOW","NP_386694.1","cysteine hydrolase","ASP58975.1","CDO30_12205","gene-CDO30_RS12225",NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2560964-T","Chromosome","2560964",2560130,2561773,0.105,0.079,"MODERATE","NP_386682.1","oxidoreductase","ASP58987.1","CDO30_12265","gene-CDO30_RS12285",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2566443-T","Chromosome","2566443",2565070,2566509,0.089,0.135,"LOW","NP_386677.1","MFS transporter","ASP58992.1","CDO30_12290","gene-CDO30_RS12310",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2571172-C","Chromosome","2571172",2571146,2571916,0.372,0.337,"LOW","NP_386673.1","oxidoreductase","ASP58996.1","CDO30_12310","gene-CDO30_RS12330",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2583505-A","Chromosome","2583505",2583016,2583969,0.11,0.101,"LOW","NP_386662.1","shikimate dehydrogenase","ASP59006.1","CDO30_12365","gene-CDO30_RS12385",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2585041-T","Chromosome","2585041",2584616,2585260,0.251,0.236,"MODERATE","NP_386660.1","glucose-6-phosphate isomerase","ASP59008.1","CDO30_12375","gene-CDO30_RS12395",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2588259-A","Chromosome","2588259",2587932,2588702,0.209,0.258,"LOW","NP_386655.1","NAD(P)-dependent oxidoreductase","ASP59012.1","CDO30_12395","gene-CDO30_RS12415",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-259627-A","Chromosome","259627",258931,260241,0.073,0.056,"LOW","YP_001326609.1","lipoprotein-releasing system transmembrane subunit LolC","ASP59978.1","CDO30_01340","gene-CDO30_RS01350",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-260268-T","Chromosome","260268",260262,261590,0.241,0.236,"LOW","NP_385392.1","proline--tRNA ligase","ASP57071.1","CDO30_01345","gene-CDO30_RS01355",NA,5084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-260874-A","Chromosome","260874",260262,261590,0.387,0.348,"LOW","NP_385392.1","proline--tRNA ligase","ASP57071.1","CDO30_01345","gene-CDO30_RS01355",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2689508-C","Chromosome","2689508",2689487,2689684,0.257,0.247,"MODIFIER","WP_013844894.1","hypothetical protein","ASP59104.1","CDO30_12905","null",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2689557-G","Chromosome","2689557",2689487,2689684,0.237,0.227,"MODIFIER","WP_013844894.1","hypothetical protein","ASP59104.1","CDO30_12905","null",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2690847-C","Chromosome","2690847",2689863,2691536,0.115,0.101,"LOW","NP_386557.1","adenylate/guanylate cyclase domain-containing protein","ASP59105.1","CDO30_12910","gene-CDO30_RS12930",NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2698760-G","Chromosome","2698760",2697828,2699138,0.168,0.124,"LOW","NP_386551.1","sugar ABC transporter substrate-binding protein","ASP59111.1","CDO30_12940","gene-CDO30_RS12960",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2709593-A","Chromosome","2709593",2709048,2710553,0.419,0.371,"LOW","NP_386540.1","histidine kinase","ASP59121.1","CDO30_12995","gene-CDO30_RS13015",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2713975-G","Chromosome","2713975",2713669,2714619,0.435,0.382,"LOW","NP_386535.1","hemin ABC transporter substrate-binding protein","ASP59125.1","CDO30_13020","gene-CDO30_RS13040",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-chr-2715549-G","Chromosome","2715549",2714677,2715744,0.183,0.135,"LOW","NP_386534.1","hemin-degrading factor","ASP59126.1","CDO30_13025","gene-CDO30_RS13045",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
