"region","RefSeq_ID","protein_ID","ncbi_func","gene_interval","start_pos","end_pos","no_vars","min_ps","max_ps","no_effects","ave_score","assocs","lines","exps","host"
"pSymA","NP_435361.2","ASP60779.1","ABC transporter permease","gene-CDO30_RS21265",604677,605756,1,605326,605326,1,-0.3473198,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_435362.2","ASP60778.1","ABC transporter substrate-binding protein","gene-CDO30_RS21260",603717,604667,3,603905,604406,3,-0.0226386666666667,"chloro1-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435363.1","ASP60777.1","sorbosone dehydrogenase","gene-CDO30_RS21255",602082,603596,1,603588,603588,1,-0.1739939,"nod-A17","A17","4","A17 only"
"pSymA","NP_435365.2","ASP60775.1","TetR/AcrR family transcriptional regulator","gene-CDO30_RS21245",600403,601188,1,600606,600606,1,0.151749,"nod-A17","A17","4","A17 only"
"pSymA","NP_435366.2","ASP60774.1","MFS transporter","gene-CDO30_RS21240",598979,600451,3,599751,600429,3,0.1348442,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435367.2","ASP60773.1","dehydrogenase","gene-CDO30_RS21235",597787,598779,1,598747,598747,1,0.2791728,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435368.1","ASP60772.1","glutamate dehydrogenase","gene-CDO30_RS21230",596274,597620,2,596694,597407,3,0.2220731,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435369.1","ASP60770.1","transcription elongation factor GreAB","gene-CDO30_RS21220",595533,595955,1,595623,595623,1,0.2528821,"shoot-A17","A17","4","A17 only"
"pSymA","NP_435372.1","ASP60767.1","dihydroxy-acid dehydratase","gene-CDO30_RS21205",591156,592934,1,592463,592463,2,-0.2591109,"shoot-DZA, nod-DZA","DZA","3","DZA only"
"pSymA","NP_435374.1","ASP60765.1","NAD-dependent epimerase","gene-CDO30_RS21195",589286,590269,1,590173,590173,1,0.2422438,"nod-A17","A17","4","A17 only"
"pSymA","NP_435376.2","ASP60763.1","FadR family transcriptional regulator","gene-CDO30_RS21185",586921,587631,1,587220,587220,1,-0.4953775,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435377.1","ASP60762.1","fumarylacetoacetate hydrolase","gene-CDO30_RS21180",585554,586750,3,585629,586481,5,-0.05841124,"shoot-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435378.1","ASP60761.1","TRAP transporter permease DctQ","gene-CDO30_RS21175",585020,585553,6,585106,585452,7,0.0395514142857143,"shoot-DZA, nod-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_435379.1","ASP60760.1","L-dehydroascorbate transporter large permease subunit","gene-CDO30_RS21170",583743,585020,1,584466,584466,1,0.3471798,"shoot-A17","A17","4","A17 only"
"pSymA","NP_435380.1","ASP60759.1","TRAP transporter substrate-binding protein","gene-CDO30_RS21165",582687,583691,1,582876,582876,1,0.1877773,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435381.1","ASP60758.1","hypothetical protein","gene-CDO30_RS21160",581843,582523,2,582122,582194,2,-0.2653173,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymA","NP_435383.1","ASP60756.1","NADH:flavin oxidoreductase","gene-CDO30_RS21150",578474,580567,4,579358,580522,4,0.149440425,"shoot-DZA, nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_435384.1","ASP60755.1","alpha/beta hydrolase","gene-CDO30_RS21145",577373,578218,1,577532,577532,1,0.2739197,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435385.1","ASP60754.1","NAD-dependent succinate-semialdehyde dehydrogenase","gene-CDO30_RS21140",575894,577357,1,576041,576041,1,0.2161672,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_435386.1","ASP60753.1","alcohol dehydrogenase","gene-CDO30_RS21135",574678,575877,5,574840,575852,6,-0.0422517166666667,"shoot-DZA, nod-DZA, nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_435387.1","ASP60752.1","dehydrogenase","gene-CDO30_RS21130",573652,574656,1,573771,573771,1,0.2469812,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435390.1","ASP60749.1","ABC transporter permease","gene-CDO30_RS21115",570315,571310,1,570507,570507,1,-0.1869357,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435396.1","ASP60743.1","glutaredoxin","gene-CDO30_RS21080",565695,566483,1,565914,565914,1,-0.2648298,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_435400.1","ASP60740.1","TIGR02588 family protein","gene-CDO30_RS21055",563532,563978,1,563745,563745,2,0.083349,"nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435402.1","ASP60738.1","hypothetical protein","gene-CDO30_RS21045",562056,562424,1,562179,562179,1,0.467016,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_435547.2","ASP60601.1","hypothetical protein","gene-CDO30_RS20190",415105,415392,1,415144,415144,3,-0.244725166666667,"nod.weight-A17, fit-DZA, fit-A17","A17, DZA","4, 5O, 6O","Both"
"pSymA","NP_435548.1","ASP60600.1","branched chain amino acid ABC transporter substrate-binding protein","gene-CDO30_RS20185",413945,415036,2,414842,414875,2,0.017577,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435549.2","ASP61479.1","guanylate cyclase","gene-CDO30_RS20180",411295,413754,6,411302,413392,8,0.07846665,"chloro1-DZA, shoot-DZA, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_435551.1","ASP60599.1","nitrate ABC transporter ATP-binding protein","gene-CDO30_RS20175",410059,410859,1,410817,410817,1,0.3641587,"shoot-A17","A17","4","A17 only"
"pSymA","NP_435553.1","ASP60597.1","nitrate ABC transporter substrate-binding protein","gene-CDO30_RS20165",407797,409089,1,408582,408582,2,0.01769195,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435559.2","ASP60593.1","alpha/beta hydrolase","gene-CDO30_RS20135",401875,403206,6,402015,403182,7,0.0297295,"chloro1-DZA, shoot-DZA, nod-DZA, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymA","NP_435560.2","ASP60592.1","adenylate cyclase","gene-CDO30_RS20130",399485,401731,8,399997,401407,9,-0.00847513333333334,"chloro1-DZA, shoot-DZA, nod.weight-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_435561.2","ASP60591.1","DUF2092 domain-containing protein","gene-CDO30_RS20120",398051,398863,3,398111,398398,4,-0.1289677,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435562.1","ASP60590.1","hypothetical protein","gene-CDO30_RS20115",397719,398054,1,397788,397788,1,0.1718573,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435563.1","ASP60589.1","hypothetical protein","gene-CDO30_RS20110",396116,397666,11,396151,397628,14,-0.00924862857142858,"chloro1-DZA, nod.weight-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435566.1","ASP60587.1","cytochrome c oxidase%2C cbb3-type subunit I","gene-CDO30_RS20095",392657,394312,4,392933,393932,5,0.0365775,"chloro1-DZA, shoot-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435567.1","ASP60586.1","cytochrome c oxidase%2C cbb3-type subunit II","gene-CDO30_RS20090",391900,392652,3,392263,392568,6,0.08997355,"shoot-DZA, nod.weight-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435569.1","ASP60584.1","cytochrome-c oxidase%2C cbb3-type subunit III","gene-CDO30_RS20080",390835,391716,3,390836,391217,3,-0.0333100666666667,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435570.1","ASP60582.1","DUF2189 domain-containing protein","gene-CDO30_RS20070",389810,390616,2,390130,390170,2,-0.0294616,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435571.1","ASP60581.1","copper-translocating P-type ATPase","gene-CDO30_RS20065",387540,389807,9,387790,389643,11,0.0301329090909091,"shoot-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435572.1","ASP60580.1","cbb3-type cytochrome oxidase assembly protein CcoS","gene-CDO30_RS20060",387283,387543,1,387520,387520,1,-0.207708,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435574.1","ASP60577.1","hypothetical protein","gene-CDO30_RS20045",384905,386167,1,385385,385385,1,0.1878771,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435575.1","ASP60575.1","aquaporin Z","gene-CDO30_RS20035",383820,384518,1,384456,384456,1,-0.1899618,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435576.1","ASP60574.1","hypothetical protein","gene-CDO30_RS20030",383175,383552,1,383473,383473,1,0.2816737,"shoot-A17","A17","4","A17 only"
"pSymA","NP_435577.1","ASP60573.1","mechanosensitive ion channel family protein","gene-CDO30_RS20025",381580,383151,13,381633,383013,18,0.0770599222222222,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, shoot-A17, nod-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_435578.1",NA,"hypothetical protein","gene-CDO30_RS20015-gene-CDO30_RS20025",381067,381632,4,381210,381402,5,-0.15875948,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435578.1",NA,"hypothetical protein","gene-CDO30_RS20025",381067,381632,2,381597,381632,2,-0.2411825,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435579.1","ASP60572.1","hypothetical protein","gene-CDO30_RS20015",380502,380888,1,380684,380684,1,0.2368812,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_435593.1","ASP60560.1","hypothetical protein","gene-CDO30_RS19915",370418,370897,6,370444,370820,9,0.164371888888889,"shoot-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435594.1","ASP60559.1","transcriptional regulator","gene-CDO30_RS19910",369725,370360,3,370024,370179,4,0.155649325,"shoot-DZA, nod.weight-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435595.1","ASP60558.1","hypothetical protein","gene-CDO30_RS19905",369341,369610,1,369571,369571,1,0.1848426,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435596.1","ASP60557.1","hypothetical protein","gene-CDO30_RS19900",367443,369200,8,368169,369138,13,0.150524830769231,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, nod-A17, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_435597.2","ASP61477.1","AI-2E family transporter","gene-CDO30_RS19895",366255,367409,7,366629,367349,13,0.0895410384615385,"chloro1-DZA, nod-DZA, nod.weight-DZA, shoot-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_435598.1","ASP60556.1","hypothetical protein","gene-CDO30_RS19890",365269,365757,2,365285,365689,3,0.0953744,"shoot-A17, nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435599.1","ASP60555.1","HlyD family secretion protein","gene-CDO30_RS19885",364036,365265,4,364204,364858,6,0.217196866666667,"shoot-DZA, nod.weight-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435600.1","ASP60554.1","polyphosphate kinase 2","gene-CDO30_RS19880",363072,363926,4,363107,363720,6,0.1651609,"chloro1-DZA, shoot-DZA, shoot-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435600.1","ASP60554.1","polyphosphate kinase 2","gene-CDO30_RS33970",363072,363926,1,363171,363171,1,0.1957734,"shoot-A17","A17","4","A17 only"
"pSymA","NP_435602.1","ASP60552.1","hypothetical protein","gene-CDO30_RS19860",360936,361280,1,361073,361073,1,0.2822649,"nod-A17","A17","4","A17 only"
"pSymA","NP_435603.2","ASP60551.1","calcium/proton exchanger","gene-CDO30_RS19855",359794,360939,8,359911,360648,16,0.13877890625,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, shoot-A17, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435604.2","ASP60550.1","amino acid ABC transporter substrate-binding protein","gene-CDO30_RS19850",358648,359589,10,358746,359279,12,0.0606887916666667,"shoot-DZA, nod.weight-DZA, shoot-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","NP_435605.1","ASP60549.1","putrescine-ornithine antiporter","gene-CDO30_RS19845",357260,358618,4,357613,358255,7,-0.140540571428571,"chloro1-DZA, shoot-DZA, nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_435607.4",NA,"lysine decarboxylase","gene-CDO30_RS19815-gene-CDO30_RS19830",351305,352081,4,351337,351994,4,-0.264737075,"shoot-DZA, shoot-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435607.4",NA,"lysine decarboxylase","gene-CDO30_RS19830-gene-CDO30_RS19840",353383,354882,5,353507,354612,7,-0.0229856142857143,"shoot-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435608.2","ASP61476.1","cation transporter","gene-CDO30_RS19815",350173,351099,2,350454,350606,2,0.3566521,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435609.1","ASP60546.1","amino acid permease","gene-CDO30_RS19810",348702,350027,5,348725,349904,10,0.10972589,"chloro1-DZA, shoot-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435610.2","ASP60545.1","hypothetical protein","gene-CDO30_RS19805",347682,348188,3,347822,348072,4,0.187090225,"shoot-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435611.1","ASP60544.1","DUF2950 domain-containing protein","gene-CDO30_RS19800",346543,347493,4,346582,347460,4,0.236830375,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435612.1","ASP60543.1","DUF3300 domain-containing protein","gene-CDO30_RS19795",345122,346522,5,345218,346228,5,0.28998406,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435613.1","ASP60542.1","arginine deiminase","gene-CDO30_RS19785",343041,344270,4,343164,344265,4,0.015344925,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435614.1","ASP60541.1","ornithine carbamoyltransferase","gene-CDO30_RS19780",342001,343005,1,342772,342772,1,0.2919077,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435615.1","ASP60540.1","carbamate kinase","gene-CDO30_RS19775",341024,341998,4,341621,341901,5,-0.1493109,"shoot-DZA, nod.weight-DZA, shoot-A17, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435616.1","ASP60539.1","histidine kinase","gene-CDO30_RS19770",340335,340805,3,340399,340608,3,-0.0903726,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435617.1","ASP60538.1","Ion channel","gene-CDO30_RS19765",339495,339929,1,339813,339813,1,-0.2758217,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435618.2","ASP60537.1","2-dehydro-3-deoxygalactonokinase","gene-CDO30_RS19760",338071,339012,3,338613,338895,3,-0.280383433333333,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435619.1","ASP60536.1","dihydrodipicolinate synthase family protein","gene-CDO30_RS19755",337057,338019,4,337522,337888,5,0.13964226,"shoot-DZA, nod.weight-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435620.1","ASP60535.1","enolase","gene-CDO30_RS19750",335891,337060,3,335977,336494,3,-0.103030166666667,"nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435621.1","ASP60534.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS19745",334593,335858,4,334716,335088,6,0.145314816666667,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435623.1","ASP60532.1","carbohydrate ABC transporter permease","gene-CDO30_RS19735",332763,333593,4,332877,333498,6,0.149179,"shoot-DZA, nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435624.1",NA,"ABC transporter ATP-binding protein","gene-CDO30_RS19725-gene-CDO30_RS19735",332167,332761,1,332445,332445,1,-0.233483,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435626.1","ASP60530.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS19720",330691,331671,4,330916,331536,4,-0.269721825,"nod-DZA, nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435627.1","ASP60529.1","IclR family transcriptional regulator","gene-CDO30_RS19715",329003,330712,6,329466,330653,11,-0.0948576454545454,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, shoot-A17, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435628.1","ASP61474.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS19710",328226,328945,1,328761,328761,2,-0.3084494,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435629.1","ASP60528.1","IS66 family insertion sequence hypothetical protein","gene-CDO30_RS19705",327516,328127,4,327548,327932,4,-0.10212985,"shoot-DZA, nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435632.2","ASP60526.1","N-acetyltransferase","gene-CDO30_RS19695",325708,326100,3,325890,326036,3,-0.0553575333333333,"chloro1-DZA, shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435634.1","ASP60522.1","DUF2280 domain-containing protein","gene-CDO30_RS19675",324398,324745,1,324710,324710,2,0.38063155,"nod-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435641.1","ASP60517.1","molecular chaperone GroEL","gene-CDO30_RS19640",319297,320934,1,320628,320628,2,-0.1891672,"shoot-DZA, nod-DZA","DZA","3","DZA only"
"pSymA","NP_435648.1","ASP60511.1","flavin reductase","gene-CDO30_RS19600",312481,313173,1,312810,312810,1,-0.1806457,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_435654.1","ASP60507.1","transcriptional regulator","gene-CDO30_RS19565",306552,307187,2,306585,306861,3,-0.0485708333333333,"chloro1-DZA, shoot-DZA, nod-DZA","DZA","3","DZA only"
"pSymA","NP_435656.1","ASP60505.1","cytochrome c oxidase%2C cbb3-type subunit I","gene-CDO30_RS19555",304171,305790,2,304672,304930,3,0.0782744333333333,"chloro1-DZA, nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435659.1","ASP60502.1","cytochrome-c oxidase%2C cbb3-type subunit III","gene-CDO30_RS19540",302397,303260,2,302766,302823,2,0.264098,"chloro1-DZA, nod-DZA","DZA","3","DZA only"
"pSymA","NP_435662.1","ASP60498.1","nodulation protein NoeA","gene-CDO30_RS19520",299263,300693,1,299918,299918,2,-0.02299695,"nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435679.2","ASP60479.1","ABC transporter substrate-binding protein","gene-CDO30_RS19405",280405,281415,1,280991,280991,2,-0.2214591,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435680.1","ASP60478.1","ABC transporter permease","gene-CDO30_RS19400",279437,280312,1,280001,280001,1,-0.2130233,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_435683.1","ASP60475.1","NAD-dependent succinate-semialdehyde dehydrogenase","gene-CDO30_RS19385",276005,277477,1,276167,276167,1,0.352842,"fit-A17","A17","6O","A17 only"
"pSymA","NP_435697.1","ASP60464.1","nitrogenase molybdenum-iron protein subunit beta","gene-CDO30_RS19300",259595,261136,1,259775,259775,3,0.270467933333333,"chloro1-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435698.1","ASP60463.1","nitrogenase iron-molybdenum cofactor biosynthesis protein NifE","gene-CDO30_RS19295",258111,259541,1,258116,258116,1,0.2439656,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_435710.1","ASP60452.1","nodulation protein H","gene-CDO30_RS19220",248336,249079,2,248488,248929,3,0.1867306,"chloro1-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435712.1","ASP60450.1","nodulation protein E","gene-CDO30_RS19210",246157,247365,1,247189,247189,1,0.3101204,"chloro1-DZA","DZA","3","DZA only"
"pSymA","NP_435714.1","ASP60448.1","sulfate adenylyltransferase subunit 2","gene-CDO30_RS19195",243615,244514,1,244410,244410,1,0.2781459,"shoot-A17","A17","4","A17 only"
"pSymA","NP_435715.1","ASP60447.1","adenylyl-sulfate kinase","gene-CDO30_RS19190",241690,243615,1,242980,242980,2,-0.3334211,"nod.weight-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435719.1","ASP60444.1","chitooligosaccharide synthase NodC","gene-CDO30_RS19165",236989,238269,2,238039,238177,2,0.1569926,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435721.1","ASP60442.1","nodulation protein A","gene-CDO30_RS19155",235734,236324,1,235887,235887,2,0.00982695,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","NP_435725.1","ASP60439.1","nodulation protein N","gene-CDO30_RS19135",231624,232109,1,231727,231727,1,-0.2408756,"nod-DZA","DZA","3","DZA only"
"pSymA","NP_435726.1","ASP60438.1","nodulation protein NolG","gene-CDO30_RS19130",228420,231617,2,228715,231125,2,0.2932658,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_435727.1","ASP60437.1","nodulation protein NolF","gene-CDO30_RS19125",227313,228416,1,228138,228138,1,-0.2535729,"shoot-DZA","DZA","3","DZA only"
"pSymA","NP_435728.1","ASP61466.1","glutamine--fructose-6-phosphate aminotransferase","gene-CDO30_RS19120",225429,227255,3,225515,225979,3,-0.2630919,"shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_435734.1","ASP61465.1","nucleotidyltransferase","gene-CDO30_RS19075",219886,221352,2,220075,220441,2,0.23719065,"shoot-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","NP_435735.1","ASP60429.1","error-prone DNA polymerase","gene-CDO30_RS19070",216623,219886,1,219637,219637,1,0.2617335,"shoot-DZA","DZA","3","DZA only"
