"region","start_pos","end_pos","RefSeq_ID","protein_ID","gene_ID","gene_name","ncbi_func"
"CP021797.1",231828,232532,"NP_385416.1","ASP57050.1","CDO30_01225",NA,"metal-dependent hydrolase"
"CP021797.1",232656,233153,"NP_385415.1","ASP57051.1","CDO30_01230",NA,"Holliday junction resolvase RuvX"
"CP021797.1",233087,233422,"NP_385414.1","ASP57052.1","CDO30_01235",NA,"hypothetical protein"
"CP021797.1",233419,233574,"NP_385413.1","ASP57053.1","CDO30_01240",NA,"hypothetical protein"
"CP021797.1",233780,234715,"NP_385412.1","ASP57054.1","CDO30_01245",NA,"transporter"
"CP021797.1",234697,236349,"NP_385411.1","ASP57055.1","CDO30_01250",NA,"oxidoreductase"
"CP021797.1",236492,237433,"NP_385410.1","ASP57056.1","CDO30_01255",NA,"aspartate carbamoyltransferase"
"CP021797.1",237430,238722,"NP_385409.1","ASP57057.1","CDO30_01260",NA,"dihydroorotase"
"CP021797.1",238752,239363,"NP_385408.1","ASP57058.1","CDO30_01265",NA,"glycerol-3-phosphate acyltransferase"
"CP021797.1",239363,240514,"NP_385407.1","ASP57059.1","CDO30_01270","dprA","DNA-protecting protein DprA"
"CP021797.1",240724,243408,"WP_020487473.1","ASP59976.1","CDO30_01275","topA","DNA topoisomerase I"
"CP021797.1",243411,245780,"NP_385405.1","ASP57060.1","CDO30_01280","rnr","ribonuclease R"
"CP021797.1",245817,246272,"NP_385404.1","ASP57061.1","CDO30_01285",NA,"hypothetical protein"
"CP021797.1",246269,246985,"NP_385403.1","ASP57062.1","CDO30_01290",NA,"hydrolase"
"CP021797.1",246998,248182,"NP_385402.1","ASP57063.1","CDO30_01295",NA,"MFS transporter"
"CP021797.1",248277,248444,"WP_003496403.1","ASP57064.1","CDO30_01300","rpmG","50S ribosomal protein L33"
"CP021797.1",248931,250298,"NP_385400.1","ASP57065.1","CDO30_01305",NA,"PleD family two-component system response regulator"
"CP021797.1",250316,250687,"WP_003521498.1","ASP57066.1","CDO30_01310",NA,"response regulator"
"CP021797.1",250844,251113,"NP_385398.1","ASP59977.1","CDO30_01315",NA,"DUF3572 domain-containing protein"
"CP021797.1",251320,252612,"NP_385397.1","ASP57067.1","CDO30_01320",NA,"DNA polymerase IV"
"CP021797.1",252743,253969,"NP_385396.1","ASP57068.1","CDO30_01325",NA,"hypothetical protein"
"CP021797.1",254249,257758,"NP_385395.1","ASP57069.1","CDO30_01330",NA,"DNA polymerase III subunit alpha"
"CP021797.1",258227,258913,"NP_385394.1","ASP57070.1","CDO30_01335",NA,"lipoprotein-releasing system ATP-binding protein LolD"
"CP021797.1",258931,260241,"YP_001326609.1","ASP59978.1","CDO30_01340",NA,"lipoprotein-releasing system transmembrane subunit LolC"
"CP021797.1",260262,261590,"NP_385392.1","ASP57071.1","CDO30_01345",NA,"proline--tRNA ligase"
"CP021797.1",262006,262233,"WP_017264047.1","ASP57072.1","CDO30_01350",NA,"hypothetical protein"
"CP021797.1",262301,262516,"NP_385391.1","ASP57073.1","CDO30_01355",NA,"ribbon-helix-helix protein%2C CopG family"
"CP021797.1",262510,262875,"NP_385390.1","ASP57074.1","CDO30_01360",NA,"PIN domain nuclease"
"CP021797.1",262962,263231,"YP_001326597.1","ASP59979.1","CDO30_01365",NA,"DUF1467 domain-containing protein"
"CP021797.1",263371,263775,"NP_385388.1","ASP57075.1","CDO30_01370","mce","methylmalonyl-CoA epimerase"
"CP021797.1",263834,265501,"NP_385387.2","ASP57076.1","CDO30_01375",NA,"MBL fold metallo-hydrolase"
"CP021797.1",265529,266296,"NP_385386.1","ASP57077.1","CDO30_01380",NA,"biotin--[acetyl-CoA-carboxylase] ligase"
"CP021797.1",266293,267735,"NP_385385.1","ASP57078.1","CDO30_01385",NA,"NADH-quinone oxidoreductase subunit N 1"
"CP021797.1",267755,269266,"NP_385384.1","ASP57079.1","CDO30_01390",NA,"NADH-quinone oxidoreductase subunit M"
"CP021797.1",269266,271260,"NP_385383.1","ASP57080.1","CDO30_01395",NA,"NADH-quinone oxidoreductase subunit L"
"CP021797.1",271268,271576,"WP_003531854.1","ASP57081.1","CDO30_01400",NA,"NADH-quinone oxidoreductase subunit K 1"
"CP021797.1",271606,272220,"NP_385381.1","ASP57082.1","CDO30_01405",NA,"NADH:ubiquinone oxidoreductase subunit J"
"CP021797.1",272372,272863,"YP_001326588.1","ASP57083.1","CDO30_01410",NA,"NADH-quinone oxidoreductase subunit I"
"CP021797.1",272928,273971,"NP_385379.1","ASP57084.1","CDO30_01415",NA,"NADH-quinone oxidoreductase subunit H 1"
"CP021797.1",273992,276073,"NP_385378.1","ASP57085.1","CDO30_01420",NA,"NADH-quinone oxidoreductase subunit G"
"CP021797.1",276274,276918,"NP_385377.1","ASP57086.1","CDO30_01425",NA,"NADH:ubiquinone oxidoreductase"
"CP021797.1",276925,278229,"NP_385376.1","ASP57087.1","CDO30_01430",NA,"NADH-quinone oxidoreductase subunit F"
"CP021797.1",278244,279071,"NP_385375.1","ASP57088.1","CDO30_01435",NA,"NADH-quinone oxidoreductase subunit E 1"
"CP021797.1",279088,279342,"NP_385374.1","ASP57089.1","CDO30_01440",NA,"hypothetical protein"
"CP021797.1",279342,280532,"WP_011424925.1","ASP57090.1","CDO30_01445",NA,"NADH-quinone oxidoreductase subunit D 1"
"CP021797.1",280589,281194,"NP_385372.1","ASP57091.1","CDO30_01450",NA,"NADH-quinone oxidoreductase subunit C 1"
"CP021797.1",281212,281790,"NP_385371.1","ASP57092.1","CDO30_01455",NA,"NADH-quinone oxidoreductase subunit B 1"
"CP021797.1",281781,282146,"NP_385370.1","ASP57093.1","CDO30_01460",NA,"NADH-quinone oxidoreductase subunit A"
"CP021797.1",283304,283648,"WP_017272594.1","ASP57094.1","CDO30_01480",NA,"hypothetical protein"
"CP021797.1",284165,284563,"NP_385369.1","ASP57095.1","CDO30_01485",NA,"cupin domain-containing protein"
"CP021797.1",284652,288113,"NP_385368.1","ASP57096.1","CDO30_01490",NA,"sugar translocase"
"CP021797.1",288113,289405,"NP_385367.1","ASP57097.1","CDO30_01495",NA,"exonuclease SbcCD subunit D"
"CP021797.1",289660,290133,"NP_385366.1","ASP57098.1","CDO30_01500",NA,"MarR family transcriptional regulator"
"CP021797.1",290168,290242,"NP_386816.1",NA,"CDO30_01505",NA,"hypothetical protein"
"CP021797.1",290320,292509,"NP_385365.1","ASP57099.1","CDO30_01510",NA,"alkaline phosphatase"
"CP021797.1",292740,293012,"NP_385364.1","ASP57100.1","CDO30_01515",NA,"DNA-binding protein HRm"
"CP021797.1",293234,295654,"NP_385363.1","ASP57101.1","CDO30_01520",NA,"Lon protease"
"CP021797.1",296128,297405,"WP_007531755.1","ASP57102.1","CDO30_01525",NA,"ATP-dependent Clp protease ATP-binding subunit ClpX"
"CP021797.1",297699,298325,"NP_385361.1","ASP57103.1","CDO30_01530","clpP","ATP-dependent Clp protease proteolytic subunit"
"CP021797.1",298602,300167,"NP_385360.1","ASP57104.1","CDO30_01535",NA,"phospholipase D family protein"
"CP021797.1",300276,301133,"NP_385359.1","ASP57105.1","CDO30_01540",NA,"EEP domain-containing protein"
"CP021797.1",301305,302552,"NP_385358.1","ASP57106.1","CDO30_01545",NA,"cytochrome P450"
"CP021797.1",302687,303855,"WP_010968459.1",NA,"CDO30_01550",NA,"IS481 family transposase"
"CP021797.1",304339,304680,"NP_385355.1","ASP57107.1","CDO30_01555",NA,"cupin domain-containing protein"
"CP021797.1",304699,305979,"NP_385354.1","ASP57108.1","CDO30_01560",NA,"O-acetylhomoserine aminocarboxypropyltransferase"
"CP021797.1",306007,306435,"NP_385353.1","ASP57109.1","CDO30_01565",NA,"CoA-binding protein"
"CP021797.1",306576,307463,"YP_001326555.1","ASP57110.1","CDO30_01570",NA,"hypothetical protein"
"CP021797.1",307552,308373,"NP_385351.1","ASP57111.1","CDO30_01575",NA,"enoyl-CoA hydratase"
"CP021797.1",308542,308973,"NP_385350.1","ASP57112.1","CDO30_01580",NA,"thioesterase"
"CP021797.1",309192,309656,"WP_004122374.1","ASP57113.1","CDO30_01585",NA,"50S ribosomal protein L13"
"CP021797.1",309659,310126,"WP_007692725.1","ASP57114.1","CDO30_01590",NA,"30S ribosomal protein S9"
"CP021797.1",310281,311237,"NP_385347.1","ASP57115.1","CDO30_01595","speB","agmatinase"
"CP021797.1",311331,312263,"NP_385346.2","ASP57116.1","CDO30_01600","argC","N-acetyl-gamma-glutamyl-phosphate reductase"
"CP021797.1",312334,313437,"NP_385345.1","ASP57117.1","CDO30_01605",NA,"heme A synthase"
"CP021797.1",313613,313825,"YP_001326547.1","ASP57118.1","CDO30_01610",NA,"DUF2842 domain-containing protein"
"CP021797.1",313837,314577,"NP_385343.1","ASP57119.1","CDO30_01615",NA,"phosphodiesterase"
"CP021797.1",314581,315231,"NP_385342.1","ASP57120.1","CDO30_01620",NA,"chloramphenicol acetyltransferase"
"CP021797.1",315513,316766,"NP_385341.1","ASP57121.1","CDO30_01625",NA,"GNAT family N-acetyltransferase"
"CP021797.1",316769,318907,"NP_385340.1","ASP57122.1","CDO30_01630",NA,"chain-length determining protein"
"CP021797.1",319117,319692,"NP_385339.1","ASP57123.1","CDO30_01635",NA,"sugar ABC transporter substrate-binding protein"
"CP021797.1",319698,320867,"NP_385338.1","ASP57124.1","CDO30_01640",NA,"glycosyltransferase family 1 protein"
"CP021797.1",320926,322488,"NP_385337.1","ASP57125.1","CDO30_01645",NA,"undecaprenyl-phosphate glucose phosphotransferase"
"CP021797.1",322485,323729,"NP_385336.1","ASP57126.1","CDO30_01650",NA,"hypothetical protein"
"CP021797.1",323726,324970,"NP_385335.1","ASP57127.1","CDO30_01655",NA,"glycosyltransferase family 1 protein"
"CP021797.1",325104,325595,"NP_385334.1","ASP57128.1","CDO30_01660",NA,"hypothetical protein"
"CP021797.1",325777,326049,"NP_385333.1","ASP57129.1","CDO30_01665",NA,"hypothetical protein"
"CP021797.1",326705,326980,"YP_001313548.1","ASP57130.1","CDO30_01670",NA,"hypothetical protein"
"CP021797.1",327689,327904,"NP_385332.1","ASP57131.1","CDO30_01680",NA,"hypothetical protein"
"CP021797.1",327968,328498,"NP_385331.1","ASP57132.1","CDO30_01685",NA,"transcriptional regulator"
"CP021797.1",328641,328979,"NP_385330.1","ASP57133.1","CDO30_01690",NA,"integration host factor subunit alpha"
"CP021797.1",329073,330044,"NP_385329.1","ASP57134.1","CDO30_01695",NA,"3-oxoacyl-ACP synthase III"
"CP021797.1",330063,331106,"NP_385328.1","ASP57135.1","CDO30_01700",NA,"phosphate acyltransferase"
"CP021797.1",331300,331851,"NP_385327.1","ASP57136.1","CDO30_01705",NA,"metal-binding protein"
"CP021797.1",331934,332470,"NP_385326.1","ASP57137.1","CDO30_01710",NA,"ubiquinol-cytochrome C chaperone"
"CP021797.1",332608,333114,"NP_385325.1","ASP57138.1","CDO30_01715",NA,"outer membrane assembly protein BamE"
"CP021797.1",333187,335322,"NP_385324.1","ASP57139.1","CDO30_01720","hppA","K+-insensitive pyrophosphate-energized proton pump"
"CP021797.1",335523,336749,"NP_385323.1","ASP57140.1","CDO30_01725",NA,"MFS transporter"
"CP021797.1",336756,337238,"NP_385322.1","ASP57141.1","CDO30_01730",NA,"N utilization substance protein B"
"CP021797.1",337235,337696,"NP_385321.1","ASP57142.1","CDO30_01735",NA,"6%2C7-dimethyl-8-ribityllumazine synthase"
"CP021797.1",337947,338450,"NP_385320.1","ASP57143.1","CDO30_01740",NA,"auxin-binding protein"
"CP021797.1",338487,339026,"NP_385319.1","ASP57144.1","CDO30_01745",NA,"N-acetyltransferase"
"CP021797.1",339440,339790,"NP_385318.1","ASP57145.1","CDO30_01750",NA,"hypothetical protein"
"CP021797.1",339877,340497,"NP_385317.1","ASP57146.1","CDO30_01755",NA,"riboflavin synthase"
"CP021797.1",340498,341703,"NP_385316.1","ASP57147.1","CDO30_01760","ribD","bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase"
"CP021797.1",341721,342194,"NP_385315.1","ASP57148.1","CDO30_01765",NA,"transcriptional regulator NrdR"
"CP021797.1",342207,343502,"NP_385314.1","ASP57149.1","CDO30_01770","glyA","serine hydroxymethyltransferase"
"CP021797.1",343687,345018,"NP_385313.1","ASP57150.1","CDO30_01775",NA,"murein L%2CD-transpeptidase"
"CP021797.1",345443,345955,"NP_385312.1","ASP57151.1","CDO30_01780",NA,"MarR family transcriptional regulator"
"CP021797.1",346086,346523,"NP_385311.1","ASP59980.1","CDO30_01785",NA,"hypothetical protein"
"CP021797.1",346704,347717,"YP_001326503.1","ASP57152.1","CDO30_01790",NA,"porphobilinogen synthase"
"CP021797.1",347800,348264,"NP_385309.1","ASP57153.1","CDO30_01795",NA,"RDD family protein"
"CP021797.1",348360,349139,"NP_385308.1","ASP57154.1","CDO30_01800",NA,"arginyltransferase"
"CP021797.1",349143,350048,"NP_385307.1","ASP57155.1","CDO30_01805",NA,"EamA/RhaT family transporter"
"CP021797.1",350270,350605,"NP_385306.1","ASP57156.1","CDO30_01810",NA,"transcriptional regulator"
"CP021797.1",350764,353040,"NP_385305.1","ASP57157.1","CDO30_01815","parC","DNA topoisomerase 4 subunit A"
"CP021797.1",353224,354414,"NP_385304.1","ASP59981.1","CDO30_01820",NA,"hypothetical protein"
"CP021797.1",354591,354809,"NP_385303.1","ASP57158.1","CDO30_01825",NA,"hypothetical protein"
"CP021797.1",354942,356570,"NP_385302.1","ASP57159.1","CDO30_01830","groL","molecular chaperone GroEL"
"CP021797.1",356914,357294,"NP_385301.1","ASP57160.1","CDO30_01835",NA,"rhodanese-like domain-containing protein"
"CP021797.1",357471,359258,"NP_385300.1","ASP57161.1","CDO30_01840",NA,"aspartate--tRNA(Asp/Asn) ligase"
"CP021797.1",359563,360798,"NP_385299.1","ASP57162.1","CDO30_01845",NA,"MFS transporter"
"CP021797.1",360815,360894,"NP_437379.1",NA,"CDO30_01850",NA,"hypothetical protein"
"CP021797.1",361055,362449,"NP_385298.1","ASP57163.1","CDO30_01855",NA,"oxidoreductase"
"CP021797.1",362531,363682,"NP_385297.1","ASP57164.1","CDO30_01860","rnd","ribonuclease D"
"CP021797.1",363888,364979,"NP_385296.1","ASP57165.1","CDO30_01865",NA,"adenylate/guanylate cyclase domain-containing protein"
"CP021797.1",365050,366408,"NP_385295.1","ASP57166.1","CDO30_01870",NA,"glycerophosphodiester phosphodiesterase"
"CP021797.1",366545,368068,"NP_385294.1","ASP57167.1","CDO30_01875","ppx","exopolyphosphatase"
"CP021797.1",368080,370290,"NP_385293.1","ASP57168.1","CDO30_01880",NA,"RNA degradosome polyphosphate kinase"
"CP021797.1",370355,371044,"NP_385292.1","ASP57169.1","CDO30_01885",NA,"hypothetical protein"
"CP021797.1",371100,372215,"NP_385291.1","ASP57170.1","CDO30_01890",NA,"AI-2E family transporter"
"CP021797.1",372461,373531,"NP_385290.1","ASP57171.1","CDO30_01895",NA,"phosphoribosylformylglycinamidine cyclo-ligase"
"CP021797.1",373528,374190,"NP_385289.1","ASP57172.1","CDO30_01900",NA,"phosphoribosylglycinamide formyltransferase"
"CP021797.1",374200,375581,"WP_018094697.1",NA,"CDO30_01905",NA,"type IV secretory pathway protein AcvB"
"CP021797.1",375578,378174,"WP_015007456.1",NA,"CDO30_01910",NA,"hypothetical protein"
"CP021797.1",378278,378874,"NP_385285.1","ASP57173.1","CDO30_01915",NA,"ADP-ribose pyrophosphatase"
"CP021797.1",379082,381214,"YP_001326480.1","ASP57174.1","CDO30_01920",NA,"molybdopterin oxidoreductase family protein"
"CP021797.1",381283,382152,"NP_385283.1","ASP57175.1","CDO30_01925",NA,"23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ"
"CP021797.1",382204,382647,"NP_385282.1","ASP57176.1","CDO30_01930",NA,"hypothetical protein"
"CP021797.1",382701,383459,"NP_385281.1","ASP59982.1","CDO30_01935",NA,"ribonuclease T(2)"
"CP021797.1",383456,384064,"NP_385280.1","ASP57177.1","CDO30_01940",NA,"glutathione S-transferase"
"CP021797.1",384310,384948,"NP_385279.1","ASP57178.1","CDO30_01945",NA,"porin family protein"
"CP021797.1",385311,386075,"NP_385278.1","ASP57179.1","CDO30_01950",NA,"short chain dehydrogenase"
"CP021797.1",386072,388096,"NP_385277.1","ASP57180.1","CDO30_01955",NA,"UvrABC system protein C"
"CP021797.1",388331,388918,"NP_385276.1","ASP57181.1","CDO30_01960","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"CP021797.1",388915,389175,"NP_385275.1","ASP57182.1","CDO30_01965","moaD","molybdopterin synthase sulfur carrier subunit"
"CP021797.1",389180,389647,"NP_385274.1","ASP57183.1","CDO30_01970",NA,"molybdopterin synthase catalytic subunit"
"CP021797.1",389700,389777,"NP_437802.1",NA,"CDO30_01975",NA,"hypothetical protein"
"CP021797.1",389780,390676,"NP_385273.1","ASP57184.1","CDO30_01980",NA,"branched-chain amino acid ABC transporter permease"
"CP021797.1",390744,391304,"NP_385272.1","ASP57185.1","CDO30_01985",NA,"hypothetical protein"
"CP021797.1",391301,391804,"NP_385271.1","ASP57186.1","CDO30_01990",NA,"hypothetical protein"
"CP021797.1",391857,392279,"WP_010661674.1","ASP57187.1","CDO30_01995",NA,"nucleoside-diphosphate kinase"
"CP021797.1",392382,393071,"NP_385269.1","ASP57188.1","CDO30_02000",NA,"beta-aryl ether-cleaving protein"
"CP021797.1",393207,393719,"NP_385268.1","ASP57189.1","CDO30_02005",NA,"damage-inducible protein DinB"
"CP021797.1",393660,396317,"NP_385267.1","ASP57190.1","CDO30_02010",NA,"AMP-dependent synthetase"
"CP021797.1",396550,396825,"YP_001326462.1","ASP59983.1","CDO30_02015",NA,"hypothetical protein"
"CP021797.1",397142,399031,"NP_385265.1","ASP57191.1","CDO30_02020",NA,"ABC transporter ATP-binding protein"
"CP021797.1",399051,399965,"NP_385264.1","ASP57192.1","CDO30_02025",NA,"N-acetyltransferase"
"CP021797.1",400080,401006,"NP_385263.1","ASP57193.1","CDO30_02030",NA,"gfo/Idh/MocA family oxidoreductase"
"CP021797.1",401056,402133,"WP_010969728.1",NA,"CDO30_02035",NA,"ISAs1 family transposase"
"CP021797.1",402275,402724,"NP_385262.1","ASP57194.1","CDO30_02040",NA,"DNA polymerase III subunit chi"
"CP021797.1",402744,404237,"NP_385261.1","ASP57195.1","CDO30_02045",NA,"cytosol aminopeptidase"
"CP021797.1",404331,404554,"WP_018208724.1",NA,"CDO30_02050",NA,"hypothetical protein"
"CP021797.1",404551,405723,"NP_385260.1","ASP57196.1","CDO30_02055","lptF","LPS export ABC transporter permease LptF"
"CP021797.1",405720,406802,"NP_385259.1","ASP57197.1","CDO30_02060","lptG","LPS export ABC transporter permease LptG"
"CP021797.1",406802,409147,"NP_385258.1","ASP57198.1","CDO30_02065",NA,"LPS-assembly protein LptD"
"CP021797.1",409345,410289,"YP_001326453.1","ASP59984.1","CDO30_02070",NA,"molecular chaperone SurA"
"CP021797.1",410299,411327,"NP_385256.1","ASP57199.1","CDO30_02075",NA,"4-hydroxythreonine-4-phosphate dehydrogenase"
"CP021797.1",411327,412151,"NP_385255.1","ASP57200.1","CDO30_02080",NA,"ribosomal RNA small subunit methyltransferase A"
"CP021797.1",412373,412501,"NP_385254.1","ASP57201.1","CDO30_02085",NA,"hypothetical protein"
"CP021797.1",412564,413223,"NP_385253.1","ASP57202.1","CDO30_02090",NA,"guanylate kinase"
"CP021797.1",413227,414114,"NP_385252.1","ASP57203.1","CDO30_02095",NA,"YicC family protein"
"CP021797.1",414361,415560,"NP_385251.1","ASP57204.1","CDO30_02100",NA,"4-amino-4-deoxychorismate lyase"
"CP021797.1",415885,417150,"NP_385250.1","ASP57205.1","CDO30_02105","fabF","beta-ketoacyl-[acyl-carrier-protein] synthase II"
"CP021797.1",417456,417692,"WP_018062986.1","ASP57206.1","CDO30_02110",NA,"acyl carrier protein"
"CP021797.1",418029,418766,"WP_003578339.1","ASP57207.1","CDO30_02115","fabG","3-oxoacyl-[acyl-carrier-protein] reductase"
"CP021797.1",418791,419735,"NP_385247.1","ASP57208.1","CDO30_02120","fabD","[acyl-carrier-protein] S-malonyltransferase"
"CP021797.1",420070,421113,"NP_385246.1","ASP57209.1","CDO30_02125",NA,"oxidoreductase"
"CP021797.1",421140,421472,"NP_385245.1","ASP57210.1","CDO30_02130",NA,"ferredoxin"
"CP021797.1",421816,422265,"NP_385244.1","ASP57211.1","CDO30_02135",NA,"30S ribosomal protein S6"
"CP021797.1",422291,422539,"WP_004122103.1","ASP57212.1","CDO30_02140","rpsR","30S ribosomal protein S18"
"CP021797.1",422733,423686,"NP_385242.1","ASP57213.1","CDO30_02145",NA,"DUF2232 domain-containing protein"
"CP021797.1",423722,424297,"NP_385241.1","ASP57214.1","CDO30_02150",NA,"50S ribosomal protein L9"
"CP021797.1",424544,425611,"YP_001326428.1","ASP57215.1","CDO30_02155",NA,"HlyD family secretion protein"
"CP021797.1",425629,427224,"NP_385239.1","ASP57216.1","CDO30_02160",NA,"MFS transporter"
"CP021797.1",427221,427673,"NP_385238.1","ASP57217.1","CDO30_02165",NA,"MarR family transcriptional regulator"
"CP021797.1",427995,429494,"NP_385237.1","ASP57218.1","CDO30_02170",NA,"replicative DNA helicase"
"CP021797.1",429646,429948,"NP_385236.1","ASP57219.1","CDO30_02175",NA,"AzlD family protein"
"CP021797.1",429945,430598,"YP_001326423.1","ASP59985.1","CDO30_02180",NA,"branched-chain amino acid ABC transporter permease"
"CP021797.1",430780,431637,"NP_385234.1","ASP57220.1","CDO30_02185",NA,"AraC family transcriptional regulator"
"CP021797.1",431771,432910,"NP_385233.1","ASP57221.1","CDO30_02190","alr","alanine racemase"
"CP021797.1",433034,434437,"YP_001326420.1","ASP57222.1","CDO30_02195",NA,"DNA repair protein RadA"
"CP021797.1",434506,435105,"NP_385231.1","ASP57223.1","CDO30_02200",NA,"colicin V production protein"
"CP021797.1",435252,436742,"NP_385230.1","ASP57224.1","CDO30_02205",NA,"amidophosphoribosyltransferase"
"CP021797.1",436754,437494,"NP_385229.1","ASP57225.1","CDO30_02210",NA,"oxidoreductase"
"CP021797.1",438099,438968,"NP_385228.1","ASP57226.1","CDO30_02215","pssA","CDP-diacylglycerol--serine O-phosphatidyltransferase"
