"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat","Entry","Entry name","Status","Protein names","Gene names","Organism","Length","Gene ontology (biological process)","Gene ontology (cellular component)","Gene ontology (GO)","Gene ontology (molecular function)","Gene ontology IDs"
"pSymA","gene-CDO30_19520","NP_435661.1","nodulation protein L",1,1,1,301164,301164,-0.3514725,-0.3514725,0.3514725,0.084,"shoot-(DZA-1)[1]","1","DZA only","GxE","P28266","NODL_RHIME","reviewed","Nodulation protein L (EC 2.3.1.-)","nodL RA0415 SMa0772","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",183,NA,NA,"acetyltransferase activity [GO:0016407]","acetyltransferase activity [GO:0016407]","GO:0016407"
"pSymA","gene-CDO30_19525","NP_435660.1","hypothetical protein",2,1,2,302040,302075,0.1498204,0.2293913,0.18960585,0.258,"shoot+(DZA-1)[1], shoot+(A17-4)[1]","1, 4","Both","other","Q92ZN6","Q92ZN6_RHIME","unreviewed","Uncharacterized protein","SMa0771","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",157,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19530","NP_435659.1","cytochrome-c oxidase%2C cbb3-type subunit III",1,1,1,302766,302766,-0.3427722,-0.3427722,0.3427722,0.092,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92ZN7","Q92ZN7_RHIME","unreviewed","Cbb3-type cytochrome c oxidase subunit","fixP2 SMa0769","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",287,"ion transport [GO:0006811]; oxidative phosphorylation [GO:0006119]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; ion transport [GO:0006811]; oxidative phosphorylation [GO:0006119]","electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]","GO:0005506; GO:0005886; GO:0006119; GO:0006811; GO:0009055; GO:0016021; GO:0020037; GO:0070469"
"pSymA","gene-CDO30_19545","NP_435656.1","cytochrome c oxidase%2C cbb3-type subunit I",2,1,2,304930,305524,-0.3286173,-0.1614989,0.2450581,0.2085,"shoot-(DZA-1)[2]","1","DZA only","GxE","Q92ZP0","Q92ZP0_RHIME","unreviewed","Cytochrome-c oxidase (EC 7.1.1.9)","fixN2 SMa0765","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",539,"aerobic respiration [GO:0009060]; oxidative phosphorylation [GO:0006119]","integral component of membrane [GO:0016021]; plasma membrane respiratory chain complex IV [GO:0045278]","integral component of membrane [GO:0016021]; plasma membrane respiratory chain complex IV [GO:0045278]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; aerobic respiration [GO:0009060]; oxidative phosphorylation [GO:0006119]","cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","GO:0004129; GO:0006119; GO:0009060; GO:0016021; GO:0020037; GO:0045278; GO:0046872"
"pSymA","gene-CDO30_19555","NP_435654.1","transcriptional regulator",1,1,2,306861,306861,-0.1748085,0.167862,0.17133525,0.267,"shoot+(DZA-1)[1], shoot-(DZA-3)[1]","1, 3","DZA only","GxG","Q92ZP2","Q92ZP2_RHIME","unreviewed","FixK2 transcriptional regulator","fixK2 SMa0762","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",211,NA,NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.1834603,-0.1834603,0.1834603,0.293,"shoot-(A17-4)[1]","4","A17 only","GxE","A0A329ALK9","A0A329ALK9_9RHIZ","unreviewed","10 kDa chaperonin (GroES protein) (Protein Cpn10)","groS groES OD81_103107","Rhizobium sp. NFR17",98,"protein folding [GO:0006457]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005737; GO:0006457; GO:0016887"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.1834603,-0.1834603,0.1834603,0.293,"shoot-(A17-4)[1]","4","A17 only","GxE","A0A4R3GE99","A0A4R3GE99_9RHIZ","unreviewed","10 kDa chaperonin (GroES protein) (Protein Cpn10)","groS groES EV296_101507","Rhizobium sp. BK315",98,"protein folding [GO:0006457]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005737; GO:0006457; GO:0016887"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.1834603,-0.1834603,0.1834603,0.293,"shoot-(A17-4)[1]","4","A17 only","GxE","A0A5F1SFN6","A0A5F1SFN6_9RHIZ","unreviewed","10 kDa chaperonin (GroES protein) (Protein Cpn10)","groS groES C9417_04160","Rhizobium sp. SEMIA 4088",98,"protein folding [GO:0006457]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005737; GO:0006457; GO:0016887"
"pSymA","gene-CDO30_19625","WP_015338933.1","co-chaperone GroES",1,1,1,319050,319050,-0.1834603,-0.1834603,0.1834603,0.293,"shoot-(A17-4)[1]","4","A17 only","GxE","A0A6P1BY41","A0A6P1BY41_RHITR","unreviewed","10 kDa chaperonin (GroES protein) (Protein Cpn10)","groS groES GXW80_00160","Rhizobium tropici",98,"protein folding [GO:0006457]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0005737; GO:0006457; GO:0016887"
"pSymA","gene-CDO30_19630","NP_435641.1","molecular chaperone GroEL",1,1,1,320628,320628,-0.199668,-0.199668,0.199668,0.251,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q92ZQ4","CH604_RHIME","reviewed","60 kDa chaperonin 4 (GroEL protein 4) (Protein Cpn60 4)","groL4 groEL4 RA0395 SMa0744","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",545,"protein refolding [GO:0042026]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]","GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082"
"pSymA","gene-CDO30_19665","NP_435634.1","DUF2280 domain-containing protein",1,1,1,324731,324731,-0.1978633,-0.1978633,0.1978633,0.421,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92ZR1","Q92ZR1_RHIME","unreviewed","Uncharacterized protein","SMa0731","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",115,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19685","NP_435632.2","N-acetyltransferase",1,1,1,325896,325896,-0.1633381,-0.1633381,0.1633381,0.342,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q92ZR3","Q92ZR3_RHIME","unreviewed","N-acetyltransferase domain-containing protein","SMa0726","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",130,NA,NA,"N-acetyltransferase activity [GO:0008080]","N-acetyltransferase activity [GO:0008080]","GO:0008080"
"pSymA","gene-CDO30_19690","NP_435630.1","VOC family protein",1,1,1,327448,327448,-0.1769582,-0.1769582,0.1769582,0.173,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92ZR5","Q92ZR5_RHIME","unreviewed","VOC domain-containing protein","SMa0723","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",262,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymA","gene-CDO30_19695","NP_435629.1","IS66 family insertion sequence hypothetical protein",1,1,2,327932,327932,0.1720699,0.172333,0.17220145,0.466,"shoot+(A17-2)[1], shoot+(DZA-3)[1]","2, 3","Both","other","Q92ZR6","Q92ZR6_RHIME","unreviewed","Transposase","SMa0722","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",203,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19700","NP_435628.1","NAD(P)-dependent oxidoreductase",1,1,1,328761,328761,-0.2964746,-0.2964746,0.2964746,0.068,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q92ZR7","Q92ZR7_RHIME","unreviewed","Short chain alcohol dehydrogenase-related dehydrogenase","SMa0719","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",239,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19705","NP_435627.1","IclR family transcriptional regulator",2,1,3,329466,330614,-0.1983265,-0.1667844,0.179177266666667,0.242333333333333,"shoot-(DZA-1)[1], shoot-(DZA-3)[1], shoot-(A17-4)[1]","1, 3, 4","Both","Partially Universal","Q92ZR8","Q92ZR8_RHIME","unreviewed","Uncharacterized protein","SMa0717","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",569,"regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0003677; GO:0006355"
"pSymA","gene-CDO30_19710","NP_435626.1","NAD(P)-dependent oxidoreductase",4,1,4,330901,331288,-0.2452036,0.2305351,0.234158025,0.14125,"shoot+(DZA-1)[1], shoot-(A17-2)[3]","1, 2","Both","other","Q92ZR9","Q92ZR9_RHIME","unreviewed","Nucleoside-diphosphate-sugar epimerase","SMa0715","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",326,NA,NA,"catalytic activity [GO:0003824]","catalytic activity [GO:0003824]","GO:0003824"
"pSymA","gene-CDO30_19720","NP_435624.1","ABC transporter ATP-binding protein",1,1,1,332445,332445,-0.221456,-0.221456,0.221456,0.131,"shoot-(A17-2)[1]","2","A17 only","GxE","Q92ZS1","Q92ZS1_RHIME","unreviewed","ABC transporter, ATP-binding protein, amino terminus","SMa0713","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",197,NA,NA,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]","GO:0005524; GO:0016887"
"pSymA","gene-CDO30_19725","NP_435623.1","carbohydrate ABC transporter permease",4,1,5,332877,333498,0.1503466,0.2586711,0.21855632,0.266,"shoot+(DZA-1)[2], shoot+(DZA-3)[3]","1, 3","DZA only","GxG","Q92ZS2","Q92ZS2_RHIME","unreviewed","ABC transporter, permease","SMa0711","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",276,"transmembrane transport [GO:0055085]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]",NA,"GO:0005886; GO:0016021; GO:0055085"
"pSymA","gene-CDO30_19730","YP_001312338.1","sugar ABC transporter permease",3,1,3,333664,334175,-0.2611972,0.2955103,0.249058,0.293,"shoot+(DZA-3)[2], shoot-(DZA-3)[1]","3","DZA only","GxE","A6UFH5","A6UFH5_SINMW","unreviewed","Binding-protein-dependent transport systems inner membrane component","Smed_3590","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",301,"transmembrane transport [GO:0055085]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]",NA,"GO:0005886; GO:0016021; GO:0055085"
"pSymA","gene-CDO30_19735","NP_435621.1","sugar ABC transporter substrate-binding protein",4,1,4,334716,335088,-0.2414199,0.3362272,0.266591425,0.33775,"shoot+(DZA-3)[3], shoot-(DZA-3)[1]","3","DZA only","GxE","Q92ZS4","Q92ZS4_RHIME","unreviewed","ABC transporter, periplasmic solute-binding protein","SMa0709","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",421,NA,"periplasmic space [GO:0042597]","periplasmic space [GO:0042597]",NA,"GO:0042597"
"pSymA","gene-CDO30_19740","NP_435620.1","enolase",1,1,1,335977,335977,0.1611306,0.1611306,0.1611306,0.314,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92ZS5","Q92ZS5_RHIME","unreviewed","Enolase","SMa0708","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",389,"cellular amino acid catabolic process [GO:0009063]",NA,"metal ion binding [GO:0046872]; cellular amino acid catabolic process [GO:0009063]","metal ion binding [GO:0046872]","GO:0009063; GO:0046872"
"pSymA","gene-CDO30_19745","NP_435619.1","dihydrodipicolinate synthase family protein",3,1,3,337522,337888,-0.2654179,0.1863869,0.2073145,0.22,"shoot-(DZA-1)[2], shoot+(DZA-3)[1]","1, 3","DZA only","GxG","Q92ZS6","Q92ZS6_RHIME","unreviewed","Dihydrodipicolinate synthase family protein","SMa0707","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",320,NA,NA,"lyase activity [GO:0016829]","lyase activity [GO:0016829]","GO:0016829"
"pSymA","gene-CDO30_19750","NP_435618.2","2-dehydro-3-deoxygalactonokinase",2,1,3,338670,338731,-0.2576715,0.4039909,0.271227066666667,0.200666666666667,"shoot-(A17-2)[1], shoot-(DZA-3)[1], shoot+(DZA-3)[1]","2, 3","Both","other","Q92ZS7","Q92ZS7_RHIME","unreviewed","DgoK2 2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)","dgoK2 SMa0705","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",313,"D-galactonate catabolic process [GO:0034194]",NA,"2-dehydro-3-deoxygalactonokinase activity [GO:0008671]; D-galactonate catabolic process [GO:0034194]","2-dehydro-3-deoxygalactonokinase activity [GO:0008671]","GO:0008671; GO:0034194"
"pSymA","gene-CDO30_19760","YP_001314405.1","glycerol transporter",1,1,2,340081,340081,-0.2517434,-0.1722021,0.21197275,0.385,"shoot-(A17-2)[1], shoot-(DZA-3)[1]","2, 3","Both","other","A6ULE2","A6ULE2_SINMW","unreviewed","Glycerol uptake facilitator and related permease (Major Intrinsic Protein Family)-like protein","Smed_5764","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",112,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; channel activity [GO:0015267]","channel activity [GO:0015267]","GO:0005886; GO:0015267; GO:0016021"
"pSymA","gene-CDO30_19765","NP_435616.1","histidine kinase",2,1,2,340431,340608,-0.2279117,0.1727987,0.2003552,0.4385,"shoot-(DZA-3)[1], shoot+(DZA-3)[1]","3","DZA only","GxE","Q92ZS9","Q92ZS9_RHIME","unreviewed","Uncharacterized protein","SMa0699","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",156,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19770","NP_435615.1","carbamate kinase",3,1,3,341621,341901,-0.242017,0.1893519,0.223904866666667,0.307333333333333,"shoot-(DZA-3)[2], shoot+(A17-4)[1]","3, 4","Both","other","Q92ZT0","ARCC_RHIME","reviewed","Carbamate kinase (EC 2.7.2.2)","arcC RA0369 SMa0697","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",324,"arginine metabolic process [GO:0006525]; carbamoyl phosphate catabolic process [GO:0035975]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; ATP binding [GO:0005524]; carbamate kinase activity [GO:0008804]; arginine metabolic process [GO:0006525]; carbamoyl phosphate catabolic process [GO:0035975]","ATP binding [GO:0005524]; carbamate kinase activity [GO:0008804]","GO:0005524; GO:0005737; GO:0006525; GO:0008804; GO:0035975"
"pSymA","gene-CDO30_19780","NP_435613.1","arginine deiminase",4,1,5,343164,344265,-0.2500864,0.2701038,0.2308317,0.3626,"shoot-(A17-2)[1], shoot-(DZA-3)[2], shoot+(DZA-3)[2]","2, 3","Both","other","Q92ZT2","ARCA1_RHIME","reviewed","Arginine deiminase 1 (ADI 1) (EC 3.5.3.6) (Arginine dihydrolase 1) (AD 1)","arcA1 RA0367 SMa0693","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",409,"arginine catabolic process to ornithine [GO:0019547]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; arginine deiminase activity [GO:0016990]; arginine catabolic process to ornithine [GO:0019547]","arginine deiminase activity [GO:0016990]","GO:0005737; GO:0016990; GO:0019547"
"pSymA","gene-CDO30_19785","WP_018010500.1","hypothetical protein",1,1,1,344648,344648,0.2083141,0.2083141,0.2083141,0.31,"shoot+(DZA-3)[1]","3","DZA only","GxE","A0A508X6L8","A0A508X6L8_9RHIZ","unreviewed","Uncharacterized protein","EMEDMD4_790224","Sinorhizobium medicae",85,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19790","NP_435612.1","DUF3300 domain-containing protein",5,1,5,345218,346228,0.2215922,0.4141489,0.28998406,0.2286,"shoot+(DZA-3)[5]","3","DZA only","GxE","Q92ZT3","Q92ZT3_RHIME","unreviewed","Uncharacterized protein","SMa0690","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",466,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19795","NP_435611.1","DUF2950 domain-containing protein",5,1,5,346582,347460,0.1893921,0.3203949,0.25354328,0.2186,"shoot+(DZA-3)[5]","3","DZA only","GxE","Q92ZT4","Q92ZT4_RHIME","unreviewed","Uncharacterized protein","SMa0689","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",316,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19800","NP_435610.2","hypothetical protein",3,1,7,347822,348072,-0.1387387,0.2156315,0.184344428571429,0.343,"shoot-(DZA-1)[1], shoot+(A17-2)[3], shoot+(DZA-3)[1], shoot+(A17-4)[2]","1, 2, 3, 4","Both","Universal","Q92ZT5","Q92ZT5_RHIME","unreviewed","Uncharacterized protein","SMa0687","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",168,NA,NA,NA,NA,NA
"pSymA","gene-CDO30_19805","NP_435609.1","amino acid permease",5,1,8,348725,349904,-0.2002307,0.2543483,0.1952008875,0.32675,"shoot+(A17-2)[2], shoot-(A17-2)[1], shoot+(DZA-3)[4], shoot-(DZA-3)[1]","2, 3","Both","other","Q92ZT6","Q92ZT6_RHIME","unreviewed","Amino acid transporter","SMa0684","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",441,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857"
"pSymA","gene-CDO30_19810","NP_435608.2","cation transporter",2,1,2,350454,351033,-0.1678646,0.2007996,0.1843321,0.4435,"shoot-(A17-2)[1], shoot+(DZA-3)[1]","2, 3","Both","other","Q92ZT7","Q92ZT7_RHIME","unreviewed","Cation efflux protein","SMa0683","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",308,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]","cation transmembrane transporter activity [GO:0008324]","GO:0008324; GO:0016021"
"pSymA","gene-CDO30_19815","NP_435607.4","lysine decarboxylase",4,1,5,351337,351994,-0.3742178,0.204988,0.24379128,0.216,"shoot+(DZA-1)[2], shoot-(DZA-3)[2], shoot-(A17-4)[1]","1, 3, 4","Both","Partially Universal","Q92ZT8","Q92ZT8_RHIME","unreviewed","Decarboxylase (Lysine, ornithine, arginine) (EC 4.1.1.17) (EC 4.1.1.19)","SMa0682","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",756,"cellular amino acid metabolic process [GO:0006520]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; arginine decarboxylase activity [GO:0008792]; ornithine decarboxylase activity [GO:0004586]; cellular amino acid metabolic process [GO:0006520]","arginine decarboxylase activity [GO:0008792]; ornithine decarboxylase activity [GO:0004586]","GO:0004586; GO:0005737; GO:0006520; GO:0008792"
"pSymA","gene-CDO30_19830","NP_435607.4","lysine decarboxylase",4,1,5,353889,354612,-0.2870863,0.2374627,0.24487452,0.2674,"shoot-(A17-2)[1], shoot+(DZA-3)[1], shoot-(DZA-3)[3]","2, 3","Both","other","Q92ZT8","Q92ZT8_RHIME","unreviewed","Decarboxylase (Lysine, ornithine, arginine) (EC 4.1.1.17) (EC 4.1.1.19)","SMa0682","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",756,"cellular amino acid metabolic process [GO:0006520]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; arginine decarboxylase activity [GO:0008792]; ornithine decarboxylase activity [GO:0004586]; cellular amino acid metabolic process [GO:0006520]","arginine decarboxylase activity [GO:0008792]; ornithine decarboxylase activity [GO:0004586]","GO:0004586; GO:0005737; GO:0006520; GO:0008792"
