"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymB","CDO30_32000","NP_437793.1","cephalosporin hydroxylase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32010","NP_437795.1","acetyltransferase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32015","WP_013850444.1","dTDP-4-dehydrorhamnose 3%2C5-epimerase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32045","NP_437803.1","LysR family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32050","NP_437804.1","Zn-dependent hydrolase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32055","NP_437805.1","TRAP transporter large permease","leaf","DZA","trait_only"
"pSymB","CDO30_32100","NP_437813.1","osmotic sensory protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32105","NP_437814.2","DNA topoisomerase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32110","NP_437815.1","glycogen debranching enzyme","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32115","NP_437816.1","malto-oligosyltrehalose trehalohydrolase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32125","NP_437818.1","glutathione S-transferase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32150","NP_437821.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32155","NP_437822.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32160","NP_437823.1","hypothetical protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_32165","NP_437824.1","carbohydrate ABC transporter permease","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32170","NP_437825.1","sugar ABC transporter permease","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32175","NP_437826.1","ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32180","NP_437827.1","ABC transporter substrate-binding protein","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_32185","NP_437828.1","carbohydrate kinase family protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_32190","NP_437829.1","6-phospho-beta-glucosidase","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_32205","YP_001313127.1","type I secretion system permease/ATPase","leaf","DZA","trait_only"
"pSymB","CDO30_32215","NP_437834.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32225","NP_437836.1","DUF982 domain-containing protein","leaf","DZA","trait_only"
"pSymB","CDO30_32265","NP_437843.1","group II intron reverse transcriptase/maturase","leaf","DZA","trait_only"
"pSymB","CDO30_32270","NP_437844.1","hypothetical protein","leaf","A17","trait_only"
"pSymB","CDO30_32325","NP_437854.2","MFS transporter","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32330","NP_437855.1","cytochrome ubiquinol oxidase subunit II","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32355","NP_437860.2","DUF992 domain-containing protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32360","NP_437861.1","DUF922 domain-containing protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_32395","NP_437868.1","hydrophobe/amphiphile efflux-1 family RND transporter","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32400","NP_437869.1","glycoside hydrolase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32405","NP_437870.1","glycosyl transferase","leaf","DZA","trait_only"
"pSymB","CDO30_32420","YP_001313094.1","glycosyltransferase family 1 protein","leaf","A17","trait_only"
"pSymB","CDO30_32430","NP_437875.1","exopolysaccharide biosynthesis protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32445","NP_437878.1","dihydrodipicolinate synthase family protein","leaf.plast","A17","plast_only"
"pSymB","CDO30_32465","NP_437883.1","sugar transporter","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32475","NP_437885.1","hypothetical protein","leaf","DZA","trait_only"
"pSymB","CDO30_32480","NP_437886.1","L%2CD-transpeptidase","leaf.plast","A17","plast_only"
"pSymB","CDO30_32530","NP_437896.1","aldo/keto reductase","leaf","DZA","trait_only"
"pSymB","CDO30_32540","NP_437897.1","NAD(+) synthetase","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32545","NP_437898.1","AMP-dependent synthetase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32550","NP_437899.1","acyl carrier protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32555","NP_437900.1","asparagine synthetase B","leaf","DZA","trait_only"
"pSymB","CDO30_32595","NP_437906.1","sugar ABC transporter permease","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_32635","NP_437914.1","LacI family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32650","NP_437917.1","serine kinase","leaf.plast","A17","plast_only"
"pSymB","CDO30_32655","NP_437918.1","sugar ABC transporter substrate-binding protein","leaf","DZA","trait_only"
"pSymB","CDO30_32660","NP_437919.1","ABC transporter permease","leaf","DZA","trait_only"
"pSymB","CDO30_32665","NP_437920.1","sugar ABC transporter ATP-binding protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32670","NP_437921.1","LacI family transcriptional regulator","leaf","DZA","trait_only"
"pSymB","CDO30_32680","NP_437923.1","DUF930 domain-containing protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32690","NP_437925.1","glycerate kinase","leaf","DZA","trait_only"
"pSymB","CDO30_32700","NP_437927.1","hydroxypyruvate isomerase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32705","NP_437928.1","glyoxylate carboligase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32715","NP_437930.1","LysR family transcriptional regulator","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32725","NP_437932.1","DNA ligase D","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32735","NP_437934.1","O-linked GlcNAc transferase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32760","NP_437939.1","gluconate 5-dehydrogenase","leaf","DZA","trait_only"
"pSymB","CDO30_32780","NP_437943.1","antitoxin","leaf","DZA","trait_only"
"pSymB","CDO30_32790","NP_437945.1","MFS transporter","leaf","DZA","trait_only"
"pSymB","CDO30_32810","NP_437949.1","CadC-family transcriptional regulator","leaf","A17","trait_only"
"pSymB","CDO30_32820","NP_437951.1","glycogen synthase","leaf","DZA","trait_only"
"pSymB","CDO30_32825","NP_437952.1","EamA/RhaT family transporter","leaf.plast","A17","plast_only"
"pSymB","CDO30_32830","NP_437953.1","amino acid ABC transporter","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32870","NP_437961.1","ABC transporter permease","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32880","NP_437963.1","EamA/RhaT family transporter","leaf","DZA","trait_only"
"pSymB","CDO30_32930","WP_007797767.1","tripartite tricarboxylate transporter permease","leaf","DZA","trait_only"
"pSymB","CDO30_32945","NP_437976.1","hypothetical protein","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_32955","NP_437977.1","glutamine synthetase","leaf","DZA","trait_only"
"pSymB","CDO30_32970","NP_437980.1","glycosyl transferase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32975","NP_437981.1","mannitol dehydrogenase family protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32985","NP_437983.1","3-hydroxyisobutyrate dehydrogenase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32990","NP_437984.1","enoyl-CoA hydratase/isomerase family protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_32995","YP_001312979.1","acyl-CoA dehydrogenase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33000","YP_001312978.1","XRE family transcriptional regulator","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_33010","NP_437988.1","acetyl/propionyl-CoA carboxylase subunit alpha","leaf, leaf.plast","DZA, A17","both_traits"
"pSymB","CDO30_33015","NP_437989.1","methylmalonyl-CoA mutase","leaf","DZA","trait_only"
"pSymB","CDO30_33025","NP_437991.1","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG","leaf.plast","A17","plast_only"
"pSymB","CDO30_33030","NP_437992.1","carbon-phosphorus lyase subunit PhnH","leaf","DZA","trait_only"
"pSymB","CDO30_33055","NP_437997.1","acetyltransferase","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_33060","NP_437999.1","erythrulose kinase","leaf.plast","A17","plast_only"
"pSymB","CDO30_33065","NP_438000.1","sugar phosphate isomerase/epimerase","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_33080","NP_438003.1","tricarboxylate transporter","leaf","DZA","trait_only"
"pSymB","CDO30_33085","NP_438004.1","4-hydroxythreonine-4-phosphate dehydrogenase 3","leaf, leaf.plast","A17, DZA","both_traits"
"pSymB","CDO30_33090","NP_438005.1","GntR family transcriptional regulator","leaf","DZA","trait_only"
"pSymB","CDO30_33100","NP_438007.1","TonB-dependent receptor","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33135","NP_438016.1","ABC transporter ATP-binding protein","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33150","NP_438019.1","branched-chain amino acid ABC transporter permease","leaf","DZA","trait_only"
"pSymB","CDO30_33165","NP_438022.1","sulfonate ABC transporter substrate-binding protein","leaf","DZA","trait_only"
"pSymB","CDO30_33170","NP_438023.1","ABC transporter permease","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33175","NP_438024.1","FMN-dependent monooxygenase","leaf","DZA","trait_only"
"pSymB","CDO30_33185","NP_438026.1","malto-oligosyltrehalose synthase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33190","NP_438027.1","3-carboxy-cis%2Ccis-muconate cycloisomerase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33195","NP_438028.1","protocatechuate 3%2C4-dioxygenase subunit alpha","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33210","NP_438031.1","3-oxoadipate enol-lactonase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33220","NP_438033.1","4-hydroxyphenylpyruvate dioxygenase","leaf.plast","A17","plast_only"
"pSymB","CDO30_33230","NP_438035.1","4-hydroxybenzoate 3-monooxygenase","leaf.plast","A17","plast_only"
"pSymB","CDO30_33235","NP_438036.2","sulfite oxidase-like oxidoreductase","leaf.plast","A17","plast_only"
"pSymB","CDO30_33240","NP_438037.1","gamma-glutamyltransferase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33250","NP_438039.1","3-oxoadipate--succinyl-CoA transferase subunit A","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33255","NP_438040.1","3-oxoadipate--succinyl-CoA transferase subunit B","leaf.plast","DZA, A17","plast_only"
"pSymB","CDO30_33260","NP_438041.1","3-oxoadipyl-CoA thiolase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33265","NP_438042.1","acylphosphatase","leaf, leaf.plast","DZA","both_traits"
"pSymB","CDO30_33290","YP_001312932.1","cell division protein FtsK","leaf, leaf.plast","A17","both_traits"
"pSymB","CDO30_33305","NP_438051.1","plasmid partitioning protein RepB","leaf","A17, DZA","trait_only"
"pSymB","CDO30_33310","WP_003529443.1","hypothetical protein","leaf, leaf.plast","DZA","both_traits"
